id,quarter,months,partial,qtd_return,as_of
iCRDMBS,2022Q4,3,0,0.00761,2026-07
iCRDMBS,2023Q1,3,0,0.003755,2026-07
iCRDMBS,2023Q2,3,0,0.019911,2026-07
iCRDMBS,2023Q3,3,0,0.031581,2026-07
iCRDMBS,2023Q4,3,0,0.029211,2026-07
iCRDMBS,2024Q1,3,0,0.034572,2026-07
iCRDMBS,2024Q2,3,0,0.024289,2026-07
iCRDMBS,2024Q3,3,0,0.02541,2026-07
iCRDMBS,2024Q4,3,0,0.025513,2026-07
iCRDMBS,2025Q1,3,0,0.020293,2026-07
iCRDMBS,2025Q2,3,0,0.021107,2026-07
iCRDMBS,2025Q3,3,0,0.019315,2026-07
iCRDMBS,2025Q4,3,0,0.010536,2026-07
iCRDMBS,2026Q1,3,0,-0.003521,2026-07
iCRDMBS,2026Q2,3,0,0.024067,2026-07
iCRDMBS,2026Q3,1,1,0.0031,2026-07
iCRDMST,2000Q1,3,0,0.053783,2026-07
iCRDMST,2000Q2,3,0,0.041805,2026-07
iCRDMST,2000Q3,3,0,0.037352,2026-07
iCRDMST,2000Q4,3,0,0.001675,2026-07
iCRDMST,2001Q1,3,0,0.046797,2026-07
iCRDMST,2001Q2,3,0,0.037914,2026-07
iCRDMST,2001Q3,3,0,0.010315,2026-07
iCRDMST,2001Q4,3,0,0.037644,2026-07
iCRDMST,2002Q1,3,0,0.043128,2026-07
iCRDMST,2002Q2,3,0,-0.003122,2026-07
iCRDMST,2002Q3,3,0,-0.01885,2026-07
iCRDMST,2002Q4,3,0,0.049031,2026-07
iCRDMST,2003Q1,3,0,0.054037,2026-07
iCRDMST,2003Q2,3,0,0.071361,2026-07
iCRDMST,2003Q3,3,0,0.035363,2026-07
iCRDMST,2003Q4,3,0,0.045449,2026-07
iCRDMST,2004Q1,3,0,0.028574,2026-07
iCRDMST,2004Q2,3,0,0.026708,2026-07
iCRDMST,2004Q3,3,0,0.016489,2026-07
iCRDMST,2004Q4,3,0,0.054423,2026-07
iCRDMST,2005Q1,3,0,0.02151,2026-07
iCRDMST,2005Q2,3,0,0.010558,2026-07
iCRDMST,2005Q3,3,0,0.04484,2026-07
iCRDMST,2005Q4,3,0,0.014095,2026-07
iCRDMST,2006Q1,3,0,0.04026,2026-07
iCRDMST,2006Q2,3,0,0.020395,2026-07
iCRDMST,2006Q3,3,0,0.019424,2026-07
iCRDMST,2006Q4,3,0,0.055493,2026-07
iCRDMST,2007Q1,3,0,0.050302,2026-07
iCRDMST,2007Q2,3,0,0.04197,2026-07
iCRDMST,2007Q3,3,0,0.023767,2026-07
iCRDMST,2007Q4,3,0,0.01565,2026-07
iCRDMST,2008Q1,3,0,-0.007637,2026-07
iCRDMST,2008Q2,3,0,0.016667,2026-07
iCRDMST,2008Q3,3,0,-0.073204,2026-07
iCRDMST,2008Q4,3,0,-0.107011,2026-07
iCRDMST,2009Q1,3,0,0.034567,2026-07
iCRDMST,2009Q2,3,0,0.137292,2026-07
iCRDMST,2009Q3,3,0,0.108068,2026-07
iCRDMST,2009Q4,3,0,0.058272,2026-07
iCRDMST,2010Q1,3,0,0.055264,2026-07
iCRDMST,2010Q2,3,0,0.006138,2026-07
iCRDMST,2010Q3,3,0,0.037916,2026-07
iCRDMST,2010Q4,3,0,0.042259,2026-07
iCRDMST,2011Q1,3,0,0.036338,2026-07
iCRDMST,2011Q2,3,0,0.00123,2026-07
iCRDMST,2011Q3,3,0,-0.049425,2026-07
iCRDMST,2011Q4,3,0,0.014117,2026-07
iCRDMST,2012Q1,3,0,0.050188,2026-07
iCRDMST,2012Q2,3,0,0.007191,2026-07
iCRDMST,2012Q3,3,0,0.044641,2026-07
iCRDMST,2012Q4,3,0,0.034356,2026-07
iCRDMST,2013Q1,3,0,0.046328,2026-07
iCRDMST,2013Q2,3,0,0.02174,2026-07
iCRDMST,2013Q3,3,0,0.024479,2026-07
iCRDMST,2013Q4,3,0,0.034585,2026-07
iCRDMST,2014Q1,3,0,0.03293,2026-07
iCRDMST,2014Q2,3,0,0.024898,2026-07
iCRDMST,2014Q3,3,0,-0.00411,2026-07
iCRDMST,2014Q4,3,0,-0.009692,2026-07
iCRDMST,2015Q1,3,0,0.017142,2026-07
iCRDMST,2015Q2,3,0,0.005805,2026-07
iCRDMST,2015Q3,3,0,-0.025706,2026-07
iCRDMST,2015Q4,3,0,-0.022086,2026-07
iCRDMST,2016Q1,3,0,-0.014992,2026-07
iCRDMST,2016Q2,3,0,0.035183,2026-07
iCRDMST,2016Q3,3,0,0.037652,2026-07
iCRDMST,2016Q4,3,0,0.035301,2026-07
iCRDMST,2017Q1,3,0,0.026756,2026-07
iCRDMST,2017Q2,3,0,0.010534,2026-07
iCRDMST,2017Q3,3,0,0.019311,2026-07
iCRDMST,2017Q4,3,0,0.017086,2026-07
iCRDMST,2018Q1,3,0,0.009366,2026-07
iCRDMST,2018Q2,3,0,0.017905,2026-07
iCRDMST,2018Q3,3,0,0.015674,2026-07
iCRDMST,2018Q4,3,0,-0.038138,2026-07
iCRDMST,2019Q1,3,0,0.025251,2026-07
iCRDMST,2019Q2,3,0,0.015543,2026-07
iCRDMST,2019Q3,3,0,-0.013101,2026-07
iCRDMST,2019Q4,3,0,0.010072,2026-07
iCRDMST,2020Q1,3,0,-0.120723,2026-07
iCRDMST,2020Q2,3,0,0.080545,2026-07
iCRDMST,2020Q3,3,0,0.039895,2026-07
iCRDMST,2020Q4,3,0,0.06552,2026-07
iCRDMST,2021Q1,3,0,0.061253,2026-07
iCRDMST,2021Q2,3,0,0.03766,2026-07
iCRDMST,2021Q3,3,0,0.016463,2026-07
iCRDMST,2021Q4,3,0,0.010418,2026-07
iCRDMST,2022Q1,3,0,0.01395,2026-07
iCRDMST,2022Q2,3,0,-0.036864,2026-07
iCRDMST,2022Q3,3,0,0.013757,2026-07
iCRDMST,2022Q4,3,0,0.001287,2026-07
iCRDMST,2023Q1,3,0,0.020486,2026-07
iCRDMST,2023Q2,3,0,0.014638,2026-07
iCRDMST,2023Q3,3,0,0.023072,2026-07
iCRDMST,2023Q4,3,0,0.020238,2026-07
iCRDMST,2024Q1,3,0,0.027444,2026-07
iCRDMST,2024Q2,3,0,0.020932,2026-07
iCRDMST,2024Q3,3,0,0.02661,2026-07
iCRDMST,2024Q4,3,0,0.021945,2026-07
iCRDMST,2025Q1,3,0,0.010079,2026-07
iCRDMST,2025Q2,3,0,0.034975,2026-07
iCRDMST,2025Q3,3,0,0.018505,2026-07
iCRDMST,2025Q4,3,0,0.000779,2026-07
iCRDMST,2026Q1,3,0,0.01512,2026-07
iCRDMST,2026Q2,3,0,0.029166,2026-07
iCRDMST,2026Q3,1,1,0.0024,2026-07
iCRDREL,2001Q1,3,0,0.032953,2026-07
iCRDREL,2001Q2,3,0,0.028071,2026-07
iCRDREL,2001Q3,3,0,0.018089,2026-07
iCRDREL,2001Q4,3,0,0.010913,2026-07
iCRDREL,2002Q1,3,0,0.020294,2026-07
iCRDREL,2002Q2,3,0,0.026936,2026-07
iCRDREL,2002Q3,3,0,0.029846,2026-07
iCRDREL,2002Q4,3,0,-0.021231,2026-07
iCRDREL,2003Q1,3,0,0.02236,2026-07
iCRDREL,2003Q2,3,0,0.026729,2026-07
iCRDREL,2003Q3,3,0,0.027862,2026-07
iCRDREL,2003Q4,3,0,0.032011,2026-07
iCRDREL,2004Q1,3,0,0.023227,2026-07
iCRDREL,2004Q2,3,0,0.035708,2026-07
iCRDREL,2004Q3,3,0,0.0272,2026-07
iCRDREL,2004Q4,3,0,0.010737,2026-07
iCRDREL,2005Q1,3,0,0.038378,2026-07
iCRDREL,2005Q2,3,0,0.007788,2026-07
iCRDREL,2005Q3,3,0,0.026195,2026-07
iCRDREL,2005Q4,3,0,0.023481,2026-07
iCRDREL,2006Q1,3,0,0.011491,2026-07
iCRDREL,2006Q2,3,0,0.037892,2026-07
iCRDREL,2006Q3,3,0,0.006303,2026-07
iCRDREL,2006Q4,3,0,0.002039,2026-07
iCRDREL,2007Q1,3,0,0.019816,2026-07
iCRDREL,2007Q2,3,0,0.012028,2026-07
iCRDREL,2007Q3,3,0,0.01663,2026-07
iCRDREL,2007Q4,3,0,0.015388,2026-07
iCRDREL,2008Q1,3,0,-0.023748,2026-07
iCRDREL,2008Q2,3,0,0.074268,2026-07
iCRDREL,2008Q3,3,0,-0.027982,2026-07
iCRDREL,2008Q4,3,0,-0.075899,2026-07
iCRDREL,2009Q1,3,0,0.054218,2026-07
iCRDREL,2009Q2,3,0,0.048525,2026-07
iCRDREL,2009Q3,3,0,0.066568,2026-07
iCRDREL,2009Q4,3,0,0.025147,2026-07
iCRDREL,2010Q1,3,0,0.035128,2026-07
iCRDREL,2010Q2,3,0,0.040933,2026-07
iCRDREL,2010Q3,3,0,0.04084,2026-07
iCRDREL,2010Q4,3,0,0.017657,2026-07
iCRDREL,2011Q1,3,0,0.0362,2026-07
iCRDREL,2011Q2,3,0,0.011229,2026-07
iCRDREL,2011Q3,3,0,0.013661,2026-07
iCRDREL,2011Q4,3,0,0.001469,2026-07
iCRDREL,2012Q1,3,0,0.026415,2026-07
iCRDREL,2012Q2,3,0,0.008389,2026-07
iCRDREL,2012Q3,3,0,0.035399,2026-07
iCRDREL,2012Q4,3,0,0.015681,2026-07
iCRDREL,2013Q1,3,0,0.034689,2026-07
iCRDREL,2013Q2,3,0,0.007779,2026-07
iCRDREL,2013Q3,3,0,0.02602,2026-07
iCRDREL,2013Q4,3,0,0.01295,2026-07
iCRDREL,2014Q1,3,0,0.022869,2026-07
iCRDREL,2014Q2,3,0,0.007413,2026-07
iCRDREL,2014Q3,3,0,0.008662,2026-07
iCRDREL,2014Q4,3,0,0.005097,2026-07
iCRDREL,2015Q1,3,0,0.028554,2026-07
iCRDREL,2015Q2,3,0,0.010108,2026-07
iCRDREL,2015Q3,3,0,0.009184,2026-07
iCRDREL,2015Q4,3,0,0.016679,2026-07
iCRDREL,2016Q1,3,0,0.004484,2026-07
iCRDREL,2016Q2,3,0,0.015676,2026-07
iCRDREL,2016Q3,3,0,0.022559,2026-07
iCRDREL,2016Q4,3,0,0.036971,2026-07
iCRDREL,2017Q1,3,0,0.029574,2026-07
iCRDREL,2017Q2,3,0,0.011031,2026-07
iCRDREL,2017Q3,3,0,0.01426,2026-07
iCRDREL,2017Q4,3,0,-0.000509,2026-07
iCRDREL,2018Q1,3,0,0.022952,2026-07
iCRDREL,2018Q2,3,0,-0.002906,2026-07
iCRDREL,2018Q3,3,0,0.006714,2026-07
iCRDREL,2018Q4,3,0,0.0073,2026-07
iCRDREL,2019Q1,3,0,0.024063,2026-07
iCRDREL,2019Q2,3,0,0.019417,2026-07
iCRDREL,2019Q3,3,0,0.004682,2026-07
iCRDREL,2019Q4,3,0,0.031166,2026-07
iCRDREL,2020Q1,3,0,-0.008991,2026-07
iCRDREL,2020Q2,3,0,0.044828,2026-07
iCRDREL,2020Q3,3,0,0.0174,2026-07
iCRDREL,2020Q4,3,0,0.005608,2026-07
iCRDREL,2021Q1,3,0,0.017042,2026-07
iCRDREL,2021Q2,3,0,0.002279,2026-07
iCRDREL,2021Q3,3,0,0.009302,2026-07
iCRDREL,2021Q4,3,0,-0.005285,2026-07
iCRDREL,2022Q1,3,0,0.045135,2026-07
iCRDREL,2022Q2,3,0,0.015009,2026-07
iCRDREL,2022Q3,3,0,0.020062,2026-07
iCRDREL,2022Q4,3,0,0.041544,2026-07
iCRDREL,2023Q1,3,0,0.021402,2026-07
iCRDREL,2023Q2,3,0,0.022056,2026-07
iCRDREL,2023Q3,3,0,0.019112,2026-07
iCRDREL,2023Q4,3,0,0.02551,2026-07
iCRDREL,2024Q1,3,0,0.025989,2026-07
iCRDREL,2024Q2,3,0,0.013533,2026-07
iCRDREL,2024Q3,3,0,0.025102,2026-07
iCRDREL,2024Q4,3,0,0.02021,2026-07
iCRDREL,2025Q1,3,0,0.021429,2026-07
iCRDREL,2025Q2,3,0,0.020535,2026-07
iCRDREL,2025Q3,3,0,0.022661,2026-07
iCRDREL,2025Q4,3,0,0.02277,2026-07
iCRDREL,2026Q1,3,0,0.003209,2026-07
iCRDREL,2026Q2,3,0,0.023228,2026-07
iCRDREL,2026Q3,1,1,0.0028,2026-07
iEMN,2001Q1,3,0,0.099701,2026-07
iEMN,2001Q2,3,0,0.090094,2026-07
iEMN,2001Q3,3,0,-0.027458,2026-07
iEMN,2001Q4,3,0,0.16192,2026-07
iEMN,2002Q1,3,0,0.042987,2026-07
iEMN,2002Q2,3,0,0.013339,2026-07
iEMN,2002Q3,3,0,-0.006741,2026-07
iEMN,2002Q4,3,0,0.046378,2026-07
iEMN,2003Q1,3,0,-0.004216,2026-07
iEMN,2003Q2,3,0,0.058065,2026-07
iEMN,2003Q3,3,0,0.015468,2026-07
iEMN,2003Q4,3,0,0.050041,2026-07
iEMN,2004Q1,3,0,0.05514,2026-07
iEMN,2004Q2,3,0,0.009457,2026-07
iEMN,2004Q3,3,0,-0.007013,2026-07
iEMN,2004Q4,3,0,0.043989,2026-07
iEMN,2005Q1,3,0,0.023463,2026-07
iEMN,2005Q2,3,0,0.025048,2026-07
iEMN,2005Q3,3,0,0.062741,2026-07
iEMN,2005Q4,3,0,0.038027,2026-07
iEMN,2006Q1,3,0,0.041077,2026-07
iEMN,2006Q2,3,0,0.005,2026-07
iEMN,2006Q3,3,0,0.02671,2026-07
iEMN,2006Q4,3,0,0.066388,2026-07
iEMN,2007Q1,3,0,0.065663,2026-07
iEMN,2007Q2,3,0,0.072268,2026-07
iEMN,2007Q3,3,0,-0.01189,2026-07
iEMN,2007Q4,3,0,0.011613,2026-07
iEMN,2008Q1,3,0,-0.015759,2026-07
iEMN,2008Q2,3,0,0.054196,2026-07
iEMN,2008Q3,3,0,-0.04724,2026-07
iEMN,2008Q4,3,0,0.01808,2026-07
iEMN,2009Q1,3,0,0.033728,2026-07
iEMN,2009Q2,3,0,0.043849,2026-07
iEMN,2009Q3,3,0,0.028566,2026-07
iEMN,2009Q4,3,0,0.016992,2026-07
iEMN,2010Q1,3,0,0.028432,2026-07
iEMN,2010Q2,3,0,-0.008124,2026-07
iEMN,2010Q3,3,0,0.024665,2026-07
iEMN,2010Q4,3,0,0.029748,2026-07
iEMN,2011Q1,3,0,0.018,2026-07
iEMN,2011Q2,3,0,0.021311,2026-07
iEMN,2011Q3,3,0,-0.006153,2026-07
iEMN,2011Q4,3,0,0.014428,2026-07
iEMN,2012Q1,3,0,0.026725,2026-07
iEMN,2012Q2,3,0,-0.005617,2026-07
iEMN,2012Q3,3,0,0.022566,2026-07
iEMN,2012Q4,3,0,0.015236,2026-07
iEMN,2013Q1,3,0,0.033766,2026-07
iEMN,2013Q2,3,0,0.025496,2026-07
iEMN,2013Q3,3,0,0.028709,2026-07
iEMN,2013Q4,3,0,0.03571,2026-07
iEMN,2014Q1,3,0,0.016964,2026-07
iEMN,2014Q2,3,0,0.015049,2026-07
iEMN,2014Q3,3,0,0.013541,2026-07
iEMN,2014Q4,3,0,0.018713,2026-07
iEMN,2015Q1,3,0,0.026323,2026-07
iEMN,2015Q2,3,0,0.011436,2026-07
iEMN,2015Q3,3,0,0.022057,2026-07
iEMN,2015Q4,3,0,0.021838,2026-07
iEMN,2016Q1,3,0,-0.015529,2026-07
iEMN,2016Q2,3,0,-0.004398,2026-07
iEMN,2016Q3,3,0,0.023374,2026-07
iEMN,2016Q4,3,0,0.01003,2026-07
iEMN,2017Q1,3,0,0.015369,2026-07
iEMN,2017Q2,3,0,0.003904,2026-07
iEMN,2017Q3,3,0,0.020737,2026-07
iEMN,2017Q4,3,0,0.009496,2026-07
iEMN,2018Q1,3,0,0.016339,2026-07
iEMN,2018Q2,3,0,0.010534,2026-07
iEMN,2018Q3,3,0,-0.009082,2026-07
iEMN,2018Q4,3,0,-0.022354,2026-07
iEMN,2019Q1,3,0,0.010199,2026-07
iEMN,2019Q2,3,0,-0.004515,2026-07
iEMN,2019Q3,3,0,0.001695,2026-07
iEMN,2019Q4,3,0,0.01201,2026-07
iEMN,2020Q1,3,0,-0.036078,2026-07
iEMN,2020Q2,3,0,0.032631,2026-07
iEMN,2020Q3,3,0,0.017942,2026-07
iEMN,2020Q4,3,0,0.048697,2026-07
iEMN,2021Q1,3,0,0.017645,2026-07
iEMN,2021Q2,3,0,0.003535,2026-07
iEMN,2021Q3,3,0,0.016955,2026-07
iEMN,2021Q4,3,0,0.013694,2026-07
iEMN,2022Q1,3,0,-0.008026,2026-07
iEMN,2022Q2,3,0,0.003092,2026-07
iEMN,2022Q3,3,0,0.010917,2026-07
iEMN,2022Q4,3,0,0.014047,2026-07
iEMN,2023Q1,3,0,0.017069,2026-07
iEMN,2023Q2,3,0,0.013962,2026-07
iEMN,2023Q3,3,0,0.008878,2026-07
iEMN,2023Q4,3,0,0.020935,2026-07
iEMN,2024Q1,3,0,0.038571,2026-07
iEMN,2024Q2,3,0,0.013835,2026-07
iEMN,2024Q3,3,0,0.016243,2026-07
iEMN,2024Q4,3,0,0.030383,2026-07
iEMN,2025Q1,3,0,-0.002969,2026-07
iEMN,2025Q2,3,0,0.032422,2026-07
iEMN,2025Q3,3,0,0.036832,2026-07
iEMN,2025Q4,3,0,0.028856,2026-07
iEMN,2026Q1,3,0,0.00755,2026-07
iEMN,2026Q2,3,0,0.040618,2026-07
iEMN,2026Q3,1,1,-0.0193,2026-07
iEQD,2000Q1,3,0,0.047956,2026-07
iEQD,2000Q2,3,0,0.003196,2026-07
iEQD,2000Q3,3,0,0.046853,2026-07
iEQD,2000Q4,3,0,0.032193,2026-07
iEQD,2001Q1,3,0,0.018496,2026-07
iEQD,2001Q2,3,0,0.045543,2026-07
iEQD,2001Q3,3,0,-0.020943,2026-07
iEQD,2001Q4,3,0,0.081713,2026-07
iEQD,2002Q1,3,0,0.025638,2026-07
iEQD,2002Q2,3,0,-0.011507,2026-07
iEQD,2002Q3,3,0,-0.032537,2026-07
iEQD,2002Q4,3,0,0.028919,2026-07
iEQD,2003Q1,3,0,-0.004835,2026-07
iEQD,2003Q2,3,0,0.105292,2026-07
iEQD,2003Q3,3,0,0.055846,2026-07
iEQD,2003Q4,3,0,0.081124,2026-07
iEQD,2004Q1,3,0,0.048798,2026-07
iEQD,2004Q2,3,0,-0.013822,2026-07
iEQD,2004Q3,3,0,0.015906,2026-07
iEQD,2004Q4,3,0,0.078046,2026-07
iEQD,2005Q1,3,0,0.021833,2026-07
iEQD,2005Q2,3,0,0.02247,2026-07
iEQD,2005Q3,3,0,0.073793,2026-07
iEQD,2005Q4,3,0,0.041182,2026-07
iEQD,2006Q1,3,0,0.072558,2026-07
iEQD,2006Q2,3,0,-0.01376,2026-07
iEQD,2006Q3,3,0,0.026429,2026-07
iEQD,2006Q4,3,0,0.066519,2026-07
iEQD,2007Q1,3,0,0.045342,2026-07
iEQD,2007Q2,3,0,0.072131,2026-07
iEQD,2007Q3,3,0,0.033077,2026-07
iEQD,2007Q4,3,0,0.03569,2026-07
iEQD,2008Q1,3,0,-0.041656,2026-07
iEQD,2008Q2,3,0,0.03201,2026-07
iEQD,2008Q3,3,0,-0.089156,2026-07
iEQD,2008Q4,3,0,-0.071741,2026-07
iEQD,2009Q1,3,0,0.016383,2026-07
iEQD,2009Q2,3,0,0.130247,2026-07
iEQD,2009Q3,3,0,0.093637,2026-07
iEQD,2009Q4,3,0,0.034651,2026-07
iEQD,2010Q1,3,0,0.037308,2026-07
iEQD,2010Q2,3,0,-0.038041,2026-07
iEQD,2010Q3,3,0,0.05291,2026-07
iEQD,2010Q4,3,0,0.064812,2026-07
iEQD,2011Q1,3,0,0.025479,2026-07
iEQD,2011Q2,3,0,0.011888,2026-07
iEQD,2011Q3,3,0,-0.070622,2026-07
iEQD,2011Q4,3,0,0.033992,2026-07
iEQD,2012Q1,3,0,0.072006,2026-07
iEQD,2012Q2,3,0,-0.019963,2026-07
iEQD,2012Q3,3,0,0.037848,2026-07
iEQD,2012Q4,3,0,0.031483,2026-07
iEQD,2013Q1,3,0,0.068153,2026-07
iEQD,2013Q2,3,0,0.019091,2026-07
iEQD,2013Q3,3,0,0.040766,2026-07
iEQD,2013Q4,3,0,0.060374,2026-07
iEQD,2014Q1,3,0,0.016909,2026-07
iEQD,2014Q2,3,0,0.015817,2026-07
iEQD,2014Q3,3,0,-0.002743,2026-07
iEQD,2014Q4,3,0,0.027291,2026-07
iEQD,2015Q1,3,0,0.040678,2026-07
iEQD,2015Q2,3,0,0.01222,2026-07
iEQD,2015Q3,3,0,-0.028553,2026-07
iEQD,2015Q4,3,0,0.019635,2026-07
iEQD,2016Q1,3,0,-0.024893,2026-07
iEQD,2016Q2,3,0,0.001897,2026-07
iEQD,2016Q3,3,0,0.034092,2026-07
iEQD,2016Q4,3,0,0.011881,2026-07
iEQD,2017Q1,3,0,0.033054,2026-07
iEQD,2017Q2,3,0,0.02275,2026-07
iEQD,2017Q3,3,0,0.033869,2026-07
iEQD,2017Q4,3,0,0.020899,2026-07
iEQD,2018Q1,3,0,0.007432,2026-07
iEQD,2018Q2,3,0,0.010558,2026-07
iEQD,2018Q3,3,0,0.004786,2026-07
iEQD,2018Q4,3,0,-0.069482,2026-07
iEQD,2019Q1,3,0,0.062636,2026-07
iEQD,2019Q2,3,0,0.013611,2026-07
iEQD,2019Q3,3,0,-0.001946,2026-07
iEQD,2019Q4,3,0,0.047422,2026-07
iEQD,2020Q1,3,0,-0.116448,2026-07
iEQD,2020Q2,3,0,0.10635,2026-07
iEQD,2020Q3,3,0,0.048107,2026-07
iEQD,2020Q4,3,0,0.10724,2026-07
iEQD,2021Q1,3,0,0.042526,2026-07
iEQD,2021Q2,3,0,0.041457,2026-07
iEQD,2021Q3,3,0,-0.00336,2026-07
iEQD,2021Q4,3,0,0.010408,2026-07
iEQD,2022Q1,3,0,-0.035191,2026-07
iEQD,2022Q2,3,0,-0.059312,2026-07
iEQD,2022Q3,3,0,-0.020282,2026-07
iEQD,2022Q4,3,0,0.045558,2026-07
iEQD,2023Q1,3,0,0.030851,2026-07
iEQD,2023Q2,3,0,0.022951,2026-07
iEQD,2023Q3,3,0,0.002206,2026-07
iEQD,2023Q4,3,0,0.050482,2026-07
iEQD,2024Q1,3,0,0.063172,2026-07
iEQD,2024Q2,3,0,0.008924,2026-07
iEQD,2024Q3,3,0,0.033872,2026-07
iEQD,2024Q4,3,0,0.015671,2026-07
iEQD,2025Q1,3,0,-0.00412,2026-07
iEQD,2025Q2,3,0,0.082179,2026-07
iEQD,2025Q3,3,0,0.048831,2026-07
iEQD,2025Q4,3,0,0.02487,2026-07
iEQD,2026Q1,3,0,-0.012876,2026-07
iEQD,2026Q2,3,0,0.101245,2026-07
iEQD,2026Q3,1,1,-0.0165,2026-07
iEQDALS,2003Q1,3,0,-0.016444,2026-07
iEQDALS,2003Q2,3,0,0.097024,2026-07
iEQDALS,2003Q3,3,0,0.105177,2026-07
iEQDALS,2003Q4,3,0,0.054487,2026-07
iEQDALS,2004Q1,3,0,0.062125,2026-07
iEQDALS,2004Q2,3,0,-0.018325,2026-07
iEQDALS,2004Q3,3,0,0.005123,2026-07
iEQDALS,2004Q4,3,0,0.046265,2026-07
iEQDALS,2005Q1,3,0,0.03404,2026-07
iEQDALS,2005Q2,3,0,0.004902,2026-07
iEQDALS,2005Q3,3,0,0.063444,2026-07
iEQDALS,2005Q4,3,0,0.073376,2026-07
iEQDALS,2006Q1,3,0,0.092641,2026-07
iEQDALS,2006Q2,3,0,-0.0015,2026-07
iEQDALS,2006Q3,3,0,0.028482,2026-07
iEQDALS,2006Q4,3,0,0.112577,2026-07
iEQDALS,2007Q1,3,0,0.05847,2026-07
iEQDALS,2007Q2,3,0,0.114219,2026-07
iEQDALS,2007Q3,3,0,0.068368,2026-07
iEQDALS,2007Q4,3,0,-0.000504,2026-07
iEQDALS,2008Q1,3,0,-0.081797,2026-07
iEQDALS,2008Q2,3,0,-0.006319,2026-07
iEQDALS,2008Q3,3,0,-0.127493,2026-07
iEQDALS,2008Q4,3,0,-0.048999,2026-07
iEQDALS,2009Q1,3,0,0.017646,2026-07
iEQDALS,2009Q2,3,0,0.20934,2026-07
iEQDALS,2009Q3,3,0,0.072755,2026-07
iEQDALS,2009Q4,3,0,0.053821,2026-07
iEQDALS,2010Q1,3,0,0.027824,2026-07
iEQDALS,2010Q2,3,0,-0.02248,2026-07
iEQDALS,2010Q3,3,0,0.076101,2026-07
iEQDALS,2010Q4,3,0,0.060443,2026-07
iEQDALS,2011Q1,3,0,0.012753,2026-07
iEQDALS,2011Q2,3,0,0.010031,2026-07
iEQDALS,2011Q3,3,0,-0.06721,2026-07
iEQDALS,2011Q4,3,0,-0.005365,2026-07
iEQDALS,2012Q1,3,0,0.070273,2026-07
iEQDALS,2012Q2,3,0,-0.02672,2026-07
iEQDALS,2012Q3,3,0,0.027396,2026-07
iEQDALS,2012Q4,3,0,0.061172,2026-07
iEQDALS,2013Q1,3,0,0.097907,2026-07
iEQDALS,2013Q2,3,0,0.022236,2026-07
iEQDALS,2013Q3,3,0,0.04671,2026-07
iEQDALS,2013Q4,3,0,0.061102,2026-07
iEQDALS,2014Q1,3,0,-0.00693,2026-07
iEQDALS,2014Q2,3,0,0.028932,2026-07
iEQDALS,2014Q3,3,0,0.026734,2026-07
iEQDALS,2014Q4,3,0,0.033744,2026-07
iEQDALS,2015Q1,3,0,0.038292,2026-07
iEQDALS,2015Q2,3,0,0.067587,2026-07
iEQDALS,2015Q3,3,0,-0.05552,2026-07
iEQDALS,2015Q4,3,0,0.046182,2026-07
iEQDALS,2016Q1,3,0,-0.050849,2026-07
iEQDALS,2016Q2,3,0,-0.009581,2026-07
iEQDALS,2016Q3,3,0,0.041087,2026-07
iEQDALS,2016Q4,3,0,-0.006315,2026-07
iEQDALS,2017Q1,3,0,0.049284,2026-07
iEQDALS,2017Q2,3,0,0.046082,2026-07
iEQDALS,2017Q3,3,0,0.056309,2026-07
iEQDALS,2017Q4,3,0,0.039764,2026-07
iEQDALS,2018Q1,3,0,0.011443,2026-07
iEQDALS,2018Q2,3,0,-0.005067,2026-07
iEQDALS,2018Q3,3,0,-0.035235,2026-07
iEQDALS,2018Q4,3,0,-0.059045,2026-07
iEQDALS,2019Q1,3,0,0.068895,2026-07
iEQDALS,2019Q2,3,0,-0.016148,2026-07
iEQDALS,2019Q3,3,0,-0.001634,2026-07
iEQDALS,2019Q4,3,0,0.054438,2026-07
iEQDALS,2020Q1,3,0,-0.053719,2026-07
iEQDALS,2020Q2,3,0,0.117126,2026-07
iEQDALS,2020Q3,3,0,0.07364,2026-07
iEQDALS,2020Q4,3,0,0.086566,2026-07
iEQDALS,2021Q1,3,0,0.039224,2026-07
iEQDALS,2021Q2,3,0,0.036022,2026-07
iEQDALS,2021Q3,3,0,-0.024432,2026-07
iEQDALS,2021Q4,3,0,-0.00654,2026-07
iEQDALS,2022Q1,3,0,-0.072012,2026-07
iEQDALS,2022Q2,3,0,-0.004076,2026-07
iEQDALS,2022Q3,3,0,-0.045105,2026-07
iEQDALS,2022Q4,3,0,0.042957,2026-07
iEQDALS,2023Q1,3,0,0.023364,2026-07
iEQDALS,2023Q2,3,0,-0.006818,2026-07
iEQDALS,2023Q3,3,0,0.003073,2026-07
iEQDALS,2023Q4,3,0,0.00717,2026-07
iEQDALS,2024Q1,3,0,0.050853,2026-07
iEQDALS,2024Q2,3,0,0.036067,2026-07
iEQDALS,2024Q3,3,0,0.039421,2026-07
iEQDALS,2024Q4,3,0,0.007541,2026-07
iEQDALS,2025Q1,3,0,0.027841,2026-07
iEQDALS,2025Q2,3,0,0.057262,2026-07
iEQDALS,2025Q3,3,0,0.0954,2026-07
iEQDALS,2025Q4,3,0,0.012434,2026-07
iEQDALS,2026Q1,3,0,0.008633,2026-07
