date,id,mtd
201707,iEQDELSFUN,0.0109
201708,iEQDELSFUN,0.0036
201709,iEQDELSFUN,0.0182
201710,iEQDELSFUN,0.0141
201711,iEQDELSFUN,-0.0051
201712,iEQDELSFUN,0.0082
201801,iEQDELSFUN,0.0188
201802,iEQDELSFUN,-0.01
201803,iEQDELSFUN,-0.01
201804,iEQDELSFUN,0.0175
201805,iEQDELSFUN,0.0068
201806,iEQDELSFUN,-0.0048
201807,iEQDELSFUN,0.007
201808,iEQDELSFUN,-0.0038
201809,iEQDELSFUN,-0.0033
201810,iEQDELSFUN,-0.0467
201811,iEQDELSFUN,-0.0172
201812,iEQDELSFUN,-0.0235
201901,iEQDELSFUN,0.0254
201902,iEQDELSFUN,0.0155
201903,iEQDELSFUN,0.0005
201904,iEQDELSFUN,0.0192
201905,iEQDELSFUN,-0.0175
201906,iEQDELSFUN,0.0181
201907,iEQDELSFUN,0.0063
201908,iEQDELSFUN,-0.0018
201909,iEQDELSFUN,0.0044
201910,iEQDELSFUN,0.0106
201911,iEQDELSFUN,0.0162
201912,iEQDELSFUN,0.0192
202001,iEQDELSFUN,0.0007
202002,iEQDELSFUN,-0.0351
202003,iEQDELSFUN,-0.0861
202004,iEQDELSFUN,0.0497
202005,iEQDELSFUN,0.0203
202006,iEQDELSFUN,0.0161
202007,iEQDELSFUN,0.0124
202008,iEQDELSFUN,0.0181
202009,iEQDELSFUN,-0.0009
202010,iEQDELSFUN,-0.013
202011,iEQDELSFUN,0.0631
202012,iEQDELSFUN,0.0262
202101,iEQDELSFUN,-0.0135
202102,iEQDELSFUN,0.0239
202103,iEQDELSFUN,0.0203
202104,iEQDELSFUN,0.0212
202105,iEQDELSFUN,0.0075
202106,iEQDELSFUN,0.0012
202107,iEQDELSFUN,0.0073
202108,iEQDELSFUN,0.0087
202109,iEQDELSFUN,-0.0091
202110,iEQDELSFUN,0.0135
202111,iEQDELSFUN,-0.0184
202112,iEQDELSFUN,0.0196
202201,iEQDELSFUN,-0.0264
202202,iEQDELSFUN,-0.0142
202203,iEQDELSFUN,0.0042
202204,iEQDELSFUN,-0.0025
202205,iEQDELSFUN,-0.0056
202206,iEQDELSFUN,-0.0321
202207,iEQDELSFUN,0.0186
202208,iEQDELSFUN,-0.0158
202209,iEQDELSFUN,-0.0212
202210,iEQDELSFUN,0.0275
202211,iEQDELSFUN,0.0309
202212,iEQDELSFUN,-0.0093
202301,iEQDELSFUN,0.0403
202302,iEQDELSFUN,0.0109
202303,iEQDELSFUN,-0.0041
202304,iEQDELSFUN,0.0036
202305,iEQDELSFUN,-0.0034
202306,iEQDELSFUN,0.0085
202307,iEQDELSFUN,0.0089
202308,iEQDELSFUN,-0.0047
202309,iEQDELSFUN,-0.0066
202310,iEQDELSFUN,-0.0138
202311,iEQDELSFUN,0.0374
202312,iEQDELSFUN,0.0226
202401,iEQDELSFUN,0.0099
202402,iEQDELSFUN,0.0183
202403,iEQDELSFUN,0.0302
202404,iEQDELSFUN,-0.0011
202405,iEQDELSFUN,0.0156
202406,iEQDELSFUN,-0.0139
202407,iEQDELSFUN,0.0142
202408,iEQDELSFUN,0.0051
202409,iEQDELSFUN,-0.0061
202410,iEQDELSFUN,-0.0101
202411,iEQDELSFUN,0.0097
202412,iEQDELSFUN,0.0059
202501,iEQDELSFUN,0.0301
202502,iEQDELSFUN,0.0049
202503,iEQDELSFUN,-0.0178
202504,iEQDELSFUN,0.014
202505,iEQDELSFUN,0.046
202506,iEQDELSFUN,0.022
202507,iEQDELSFUN,-0.001
202508,iEQDELSFUN,0.0007
202509,iEQDELSFUN,0.0184
202510,iEQDELSFUN,0.0067
202511,iEQDELSFUN,-0.003
202512,iEQDELSFUN,0.0098
202601,iEQDELSFUN,0.0172
202602,iEQDELSFUN,0.0043
202603,iEQDELSFUN,-0.0464
202604,iEQDELSFUN,0.0563
199801,iEQDGLS,-0.0068
199802,iEQDGLS,0.0196
199803,iEQDGLS,0.0715
199804,iEQDGLS,0.0096
199805,iEQDGLS,0.0107
199806,iEQDGLS,-0.0003
199807,iEQDGLS,0.0073
199808,iEQDGLS,0.03
199809,iEQDGLS,0.0156
199810,iEQDGLS,-0.0326
199811,iEQDGLS,0.0008
199812,iEQDGLS,0.0582
199901,iEQDGLS,-0.0224
199902,iEQDGLS,0.01
199903,iEQDGLS,0.0459
199904,iEQDGLS,0.0641
199905,iEQDGLS,0.029
199906,iEQDGLS,0.0376
199907,iEQDGLS,0.0379
199908,iEQDGLS,0.003
199909,iEQDGLS,0.0314
199910,iEQDGLS,-0.0007
199911,iEQDGLS,-0.0021
199912,iEQDGLS,0.0578
200001,iEQDGLS,-0.0278
200002,iEQDGLS,0.0324
200003,iEQDGLS,0.0023
200004,iEQDGLS,0.0006
200005,iEQDGLS,0.0042
200006,iEQDGLS,-0.0027
200007,iEQDGLS,0.0031
200008,iEQDGLS,0.0437
200009,iEQDGLS,0.0058
200010,iEQDGLS,-0.0007
200011,iEQDGLS,0.0079
200012,iEQDGLS,0.0386
200101,iEQDGLS,0.0027
200102,iEQDGLS,0.0229
200103,iEQDGLS,-0.0001
200104,iEQDGLS,0.013
200105,iEQDGLS,0.0192
200106,iEQDGLS,0.0114
200107,iEQDGLS,-0.0025
200108,iEQDGLS,0.0136
200109,iEQDGLS,-0.0093
200110,iEQDGLS,0.0156
200111,iEQDGLS,0.041
200112,iEQDGLS,0.0448
200201,iEQDGLS,0.0155
200202,iEQDGLS,0.0113
200203,iEQDGLS,0.0212
200204,iEQDGLS,0.0107
200205,iEQDGLS,0.0148
200206,iEQDGLS,-0.0147
200207,iEQDGLS,-0.0318
200208,iEQDGLS,0.016
200209,iEQDGLS,-0.0135
200210,iEQDGLS,-0.0075
200211,iEQDGLS,0.0224
200212,iEQDGLS,0.0005
200301,iEQDGLS,0.0004
200302,iEQDGLS,-0.0034
200303,iEQDGLS,-0.0195
200304,iEQDGLS,0.0198
200305,iEQDGLS,0.0562
200306,iEQDGLS,0.0216
200307,iEQDGLS,0.0151
200308,iEQDGLS,0.0377
200309,iEQDGLS,0.0189
200310,iEQDGLS,0.0358
200311,iEQDGLS,0.0185
200312,iEQDGLS,0.0429
200401,iEQDGLS,0.0149
200402,iEQDGLS,0.0263
200403,iEQDGLS,0.0146
200404,iEQDGLS,-0.0264
200405,iEQDGLS,-0.0154
200406,iEQDGLS,0.0079
200407,iEQDGLS,-0.0075
200408,iEQDGLS,0.0023
200409,iEQDGLS,0.0361
200410,iEQDGLS,0.0143
200411,iEQDGLS,0.0466
200412,iEQDGLS,0.0201
200501,iEQDGLS,0.009
200502,iEQDGLS,0.0375
200503,iEQDGLS,-0.0155
200504,iEQDGLS,-0.0237
200505,iEQDGLS,0.0169
200506,iEQDGLS,0.0262
200507,iEQDGLS,0.0346
200508,iEQDGLS,0.019
200509,iEQDGLS,0.0421
200510,iEQDGLS,-0.0212
200511,iEQDGLS,0.0279
200512,iEQDGLS,0.0351
200601,iEQDGLS,0.0538
200602,iEQDGLS,0.0079
200603,iEQDGLS,0.0231
200604,iEQDGLS,0.0307
200605,iEQDGLS,-0.0379
200606,iEQDGLS,-0.0141
200607,iEQDGLS,0.0039
200608,iEQDGLS,0.0093
200609,iEQDGLS,-0.0013
200610,iEQDGLS,0.022
200611,iEQDGLS,0.0246
200612,iEQDGLS,0.0214
200701,iEQDGLS,0.0061
200702,iEQDGLS,0.0092
200703,iEQDGLS,0.0204
200704,iEQDGLS,0.0259
200705,iEQDGLS,0.0376
200706,iEQDGLS,0.018
200707,iEQDGLS,0.0316
200708,iEQDGLS,-0.0163
200709,iEQDGLS,0.0436
200710,iEQDGLS,0.0479
200711,iEQDGLS,-0.0011
200712,iEQDGLS,0.0162
200801,iEQDGLS,-0.0398
200802,iEQDGLS,0.0313
200803,iEQDGLS,-0.0205
200804,iEQDGLS,0.0231
200805,iEQDGLS,0.0283
200806,iEQDGLS,-0.0015
200807,iEQDGLS,-0.0283
200808,iEQDGLS,-0.0213
200809,iEQDGLS,-0.0709
200810,iEQDGLS,-0.0678
200811,iEQDGLS,-0.0154
200812,iEQDGLS,0.0221
200901,iEQDGLS,-0.0003
200902,iEQDGLS,-0.0139
200903,iEQDGLS,0.0156
200904,iEQDGLS,0.038
200905,iEQDGLS,0.082
200906,iEQDGLS,0.0005
200907,iEQDGLS,0.03
200908,iEQDGLS,0.012
200909,iEQDGLS,0.0286
200910,iEQDGLS,-0.003
200911,iEQDGLS,0.0154
200912,iEQDGLS,0.0142
201001,iEQDGLS,-0.0076
201002,iEQDGLS,0.014
201003,iEQDGLS,0.0268
201004,iEQDGLS,0.0065
201005,iEQDGLS,-0.0311
201006,iEQDGLS,-0.0143
201007,iEQDGLS,0.0174
201008,iEQDGLS,-0.003
201009,iEQDGLS,0.0432
201010,iEQDGLS,0.0264
201011,iEQDGLS,0.0031
201012,iEQDGLS,0.0236
201101,iEQDGLS,-0.0063
201102,iEQDGLS,0.0107
201103,iEQDGLS,0.0076
201104,iEQDGLS,0.0239
201105,iEQDGLS,-0.0047
201106,iEQDGLS,-0.0045
201107,iEQDGLS,0.0073
201108,iEQDGLS,-0.0269
201109,iEQDGLS,-0.0292
201110,iEQDGLS,0.0386
201111,iEQDGLS,-0.0078
201112,iEQDGLS,-0.0053
201201,iEQDGLS,0.0232
201202,iEQDGLS,0.0276
201203,iEQDGLS,0.0154
201204,iEQDGLS,0.0021
201205,iEQDGLS,-0.0231
201206,iEQDGLS,0.0014
201207,iEQDGLS,0.0137
201208,iEQDGLS,0.0184
201209,iEQDGLS,0.0131
201210,iEQDGLS,-0.0018
201211,iEQDGLS,0.0113
201212,iEQDGLS,0.0091
201301,iEQDGLS,0.0344
201302,iEQDGLS,0.0121
201303,iEQDGLS,0.017
201304,iEQDGLS,0.0082
201305,iEQDGLS,0.0111
201306,iEQDGLS,-0.0054
201307,iEQDGLS,0.0212
201308,iEQDGLS,-0.0135
201309,iEQDGLS,0.0222
201310,iEQDGLS,0.0199
201311,iEQDGLS,0.0173
201312,iEQDGLS,0.019
201401,iEQDGLS,-0.0036
201402,iEQDGLS,0.0227
201403,iEQDGLS,-0.0082
201404,iEQDGLS,-0.0107
201405,iEQDGLS,0.0194
201406,iEQDGLS,0.0082
201407,iEQDGLS,-0.0113
201408,iEQDGLS,0.0119
201409,iEQDGLS,-0.0048
201410,iEQDGLS,0.0006
201411,iEQDGLS,0.0156
201412,iEQDGLS,0.0027
201501,iEQDGLS,0.0077
201502,iEQDGLS,0.0195
201503,iEQDGLS,0.0064
201504,iEQDGLS,-0.0022
201505,iEQDGLS,0.0146
201506,iEQDGLS,-0.0029
201507,iEQDGLS,0.0133
201508,iEQDGLS,-0.0194
201509,iEQDGLS,-0.0082
201510,iEQDGLS,0.014
201511,iEQDGLS,-0.0026
201512,iEQDGLS,-0.0006
201601,iEQDGLS,-0.0203
201602,iEQDGLS,-0.013
201603,iEQDGLS,0.0135
201604,iEQDGLS,0.0042
201605,iEQDGLS,0.0158
201606,iEQDGLS,-0.0028
201607,iEQDGLS,0.0175
201608,iEQDGLS,-0.002
201609,iEQDGLS,0.0038
201610,iEQDGLS,-0.0044
201611,iEQDGLS,-0.0082
201612,iEQDGLS,0.0014
201701,iEQDGLS,0.017
201702,iEQDGLS,0.0102
201703,iEQDGLS,0.0096
201704,iEQDGLS,0.0115
201705,iEQDGLS,0.0093
201706,iEQDGLS,-0.0006
201707,iEQDGLS,0.0134
201708,iEQDGLS,0.0143
201709,iEQDGLS,0.0038
201710,iEQDGLS,0.015
201711,iEQDGLS,-0.0012
201712,iEQDGLS,0.0056
201801,iEQDGLS,0.0308
201802,iEQDGLS,-0.0135
201803,iEQDGLS,-0.0013
201804,iEQDGLS,0.0005
201805,iEQDGLS,0.005
201806,iEQDGLS,-0.0097
201807,iEQDGLS,0.0015
201808,iEQDGLS,-0.0016
201809,iEQDGLS,-0.0044
201810,iEQDGLS,-0.0258
201811,iEQDGLS,-0.0089
201812,iEQDGLS,-0.0131
201901,iEQDGLS,0.0302
201902,iEQDGLS,0.0066
201903,iEQDGLS,0.0056
201904,iEQDGLS,0.0045
201905,iEQDGLS,-0.0077
201906,iEQDGLS,0.0123
201907,iEQDGLS,0.0054
201908,iEQDGLS,-0.0039
201909,iEQDGLS,-0.008
201910,iEQDGLS,0.0097
201911,iEQDGLS,0.0134
201912,iEQDGLS,0.0169
202001,iEQDGLS,-0.0042
202002,iEQDGLS,-0.0306
202003,iEQDGLS,-0.0754
202004,iEQDGLS,0.052
202005,iEQDGLS,0.0244
202006,iEQDGLS,0.0201
202007,iEQDGLS,0.0292
202008,iEQDGLS,0.0243
202009,iEQDGLS,-0.0128
202010,iEQDGLS,-0.0047
202011,iEQDGLS,0.0547
202012,iEQDGLS,0.0434
202101,iEQDGLS,-0.0154
202102,iEQDGLS,0.0369
202103,iEQDGLS,0.0055
202104,iEQDGLS,0.0298
202105,iEQDGLS,0.0087
202106,iEQDGLS,0.0039
202107,iEQDGLS,-0.0006
202108,iEQDGLS,0.0053
202109,iEQDGLS,-0.0109
202110,iEQDGLS,0.0096
202111,iEQDGLS,-0.0305
202112,iEQDGLS,0.0256
202201,iEQDGLS,-0.0191
202202,iEQDGLS,-0.014
202203,iEQDGLS,0.0091
202204,iEQDGLS,-0.0191
202205,iEQDGLS,-0.0008
202206,iEQDGLS,-0.0372
